action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2463582,[],CHEMBL962939,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CCCCCCCCNC(=O)/C=C/CC(C)CCC=C(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL469905,,CHEMBL469905,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721359,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2463583,[],CHEMBL962934,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CCCCCCCCNC(=O)/C=C/CC(C)CC/C=C(\C)C=O,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL488515,,CHEMBL488515,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721518,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,4.0
,,2463584,[],CHEMBL962939,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)NCC(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL471307,,CHEMBL471307,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721284,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2463585,[],CHEMBL962939,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)N1CCOCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL471306,,CHEMBL471306,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721283,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2463586,[],CHEMBL962939,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)Nc1ccccc1C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL471305,,CHEMBL471305,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721282,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2463587,[],CHEMBL962939,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)NC(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL505095,,CHEMBL505095,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721281,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2463588,[],CHEMBL962939,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)N1CCCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL444987,,CHEMBL444987,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721280,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2463589,[],CHEMBL962939,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)Nc1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL448048,,CHEMBL448048,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721279,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2463590,[],CHEMBL962939,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,COc1ccc(NC(=O)/C=C/C=C(\C)CCC=C(C)C)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL462124,,CHEMBL462124,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721207,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2463591,[],CHEMBL962940,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 12.5 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)N1CCCCC1,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL460891,,CHEMBL460891,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721201,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2463592,[],CHEMBL962937,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL43185,PIPERINE,CHEMBL43185,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,720198,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2463593,[],CHEMBL962941,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)NC[C@@H](N)CCO,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL460688,,CHEMBL460688,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721205,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2463594,[],CHEMBL962934,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)c1cc2c(c(O)c1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@@H]1CC2,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL484853,CARNOSIC ACID,CHEMBL484853,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721103,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2463595,[],CHEMBL962941,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL772,RESERPINE,CHEMBL772,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,720197,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2463596,[],CHEMBL962941,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)N(C(C)C)C(C)C,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL471996,,CHEMBL471996,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721285,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2463597,[],CHEMBL962941,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,COc1ccccc1NC(=O)/C=C/C=C(\C)CCC=C(C)C,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL460689,,CHEMBL460689,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721206,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2463598,[],CHEMBL962941,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)NCc1ccccc1,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL472328,,CHEMBL472328,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721435,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2463599,[],CHEMBL962940,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 12.5 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CCCCCCCCNC(=O)/C=C/C=C(\C)CCC=C(C)C,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL451927,,CHEMBL451927,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721203,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2464622,[],CHEMBL962941,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)NCc1ccccc1,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL460687,,CHEMBL460687,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721202,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2464623,[],CHEMBL962941,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CCCCCCCCNC(=O)/C=C/C=C(\C)CCC=C(C)C,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL451927,,CHEMBL451927,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721203,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,4.0
,,2464624,[],CHEMBL962937,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCCC(C)C/C=C/C(=O)NCc1ccccc1,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL472159,,CHEMBL472159,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721358,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,4.0
,,2464625,[],CHEMBL962941,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)NC[C@H](N)CCO,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL456754,,CHEMBL456754,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721204,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,4.0
,,2464626,[],CHEMBL962935,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 12.5 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCC/C(C)=C/C=C/C(=O)NCc1ccccc1,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL460687,,CHEMBL460687,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721202,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2464627,[],CHEMBL962940,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 12.5 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,COc1ccccc1NC(=O)/C=C/CC(C)CCC=C(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL470958,,CHEMBL470958,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721362,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2464628,[],CHEMBL962940,Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as fold reduction of ciprofloxacin MIC at 12.5 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CC(C)=CCCC(C)C/C=C/C(=O)N1CCCCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL472158,,CHEMBL472158,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721357,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2464629,[],CHEMBL962934,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,COc1ccccc1NC(=O)/C=C/CC(C)CC/C=C(\C)C=O,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL487658,,CHEMBL487658,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721517,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,4.0
,,2464630,[],CHEMBL962934,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)N(C(C)C)C(C)C,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL443609,,CHEMBL443609,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721441,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,4.0
,,2464631,[],CHEMBL962934,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)NC[C@H](N)CCO,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL472329,,CHEMBL472329,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721437,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,4.0
,,2464632,[],CHEMBL962934,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CCCCCCCCNC(=O)/C=C/C=C(\C)CC/C=C(\C)C=O,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL510174,,CHEMBL510174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721436,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,4.0
,,2464633,[],CHEMBL962934,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)NCc1ccccc1,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL472328,,CHEMBL472328,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721435,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,4.0
,,2464634,[],CHEMBL962933,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 6.25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)N1CCCCC1,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL447700,,CHEMBL447700,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721363,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2464635,[],CHEMBL962933,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 6.25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)NC[C@H](N)CCO,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL472329,,CHEMBL472329,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721437,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2464636,[],CHEMBL962935,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 12.5 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)NCc1ccccc1,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL472328,,CHEMBL472328,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721435,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2464637,[],CHEMBL962935,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 12.5 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)N(C(C)C)C(C)C,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL443609,,CHEMBL443609,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721441,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2464638,[],CHEMBL962935,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 12.5 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CCCCCCCCNC(=O)/C=C/C=C(\C)CC/C=C(\C)C=O,,,CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL510174,,CHEMBL510174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721436,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,2.0
,,2464639,[],CHEMBL962937,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)NC[C@@H](N)CCO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL472330,,CHEMBL472330,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721438,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2464640,[],CHEMBL962937,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,COc1ccccc1NC(=O)CCCC(C)CCC=C(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL471749,,CHEMBL471749,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,720196,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2464641,[],CHEMBL962937,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,CCCCCCCCNC(=O)CCCC(C)CCC=C(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL471748,,CHEMBL471748,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,720195,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2464642,[],CHEMBL962937,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CCC(C)CCCC(=O)NC[C@H](N)CCO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL501634,,CHEMBL501634,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721522,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2464643,[],CHEMBL962937,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CCC(C)CCCC(=O)NCc1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL448353,,CHEMBL448353,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721521,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2464644,[],CHEMBL962937,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CCC(C)CCCC(=O)N1CCCCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL488680,,CHEMBL488680,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721520,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2464645,[],CHEMBL962937,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 50 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CCC(C)C/C=C/C(=O)NC[C@H](N)CCO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL488516,,CHEMBL488516,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721519,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
,,2464646,[],CHEMBL962934,Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as fold reduction of ciprofloxacin MIC at 25 ug/ml,B,,,BAO_0002146,BAO_0000019,assay format,C/C(C=O)=C\CC/C(C)=C/C=C/C(=O)N1CCOCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157454,Bioorg Med Chem,2008,,CHEMBL525422,,CHEMBL525422,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,721440,=,1,1,=,,MIC,ug.mL-1,,0.0,CHEMBL5114,Staphylococcus aureus,Quinolone resistance protein norA,1280,,,MIC,ug ml-1,UO_0000274,,0.0
